stars,comment
5.0 out of 5 stars,"







  
  
    I bought my first fitness tracker, a Fitbit, a few years ago because it was cheap- $100. It was so inaccurate, had horrible battery life, and I could not sleep with it on because it would get stuck on the sheets at night. After it failed, I bought a Garmin thinking it was better. I gave it 11 months then threw it away. It kept telling me I was doing 11 flights of stairs on my drive home after 3 weeks of use and my hand would fall asleep when it would jam on blankets in the middle of the night.Then my SO bought a series 4. I told her it was a waste and they wouldn't like it or find a use for it. After a year they loved it and couldn't do without it. So I bought a series 5 on sale with my bonus check.WHY DIDNT I DO THIS YEARS AGO!!!????? I love this thing. It took a whole to figure out how to use it, but that's expected for electronics. I get 24hrs out of a full charge with daily activities and also a 1hr GYM routine. It takes about 1hr or so to fully charge with Ipad charger and wireless charger. I can do my 2FA codes from my watch in a second without needing to whip out my phone and unlock it and open the app etc.. Siri is 10x better on the watch than my iPhone. It's comfortable to wear overnight and the sleep apps you can download are very nice and accurate. Now when I workout I can check my heart rate accurately and also add-in a more accurate calorie count than before. I just love this thing. I was well worth the $380. Just make sure you get a screen protector on it right away as the screen can scratch in an instant with daily tasks like bumping your car or reaching into a cabinet for a pan.
  
"
5.0 out of 5 stars,"







  
  
    I got this Apple 5 watch for my wife and daughter at Christmas.  So far, they both wear the watch most of the time.  My daughter tells me she is digging the watch more each day.  The wife, she is not sure what the watch does yet.Hey, it's cheaper than a Rolex, which my wife has 3 sitting in a winder box that never get worn either.
  
"
3.0 out of 5 stars,"







  
  
    I bought this for the ""fall detection"". It worked on 1 occasion, and missed on 2 others. 2 out of three were ""hard"" falls.
  
"
2.0 out of 5 stars,"







  
  
    The watch itself is great but it just  would not hold a charge. I would put it on when I woke up fresh off the charger( forget sleep tracking because this thing needs to be on the charger at night) and it would die by that evening before I even got home from work ( about 12 hours).  This rendered it pretty  much useless and more of a hassle than anything since I was constantly worried about conserving the battery or charging it.
  
"
5.0 out of 5 stars,"







  
  
    I love the watch!  Can’t track my sleep because you have to charge it at night.  Charge only lasts a day.  Both of those things are a disappointment on such an expensive watch.  My garmins all lasted longer and tracked sleep.  But it really is a great watch
  
"
4.0 out of 5 stars,"







  
  
    I wanted one of these for the integration with my phone.  Previously, I was a Fitbit user which has better fitness applications including sleep analysis.  Turns out, I need a separate app for sleep analysis with this watch.  The strap is awkward for me to use so I bought a third party one.  Overall, I like the watch and will continue using it.
  
"
5.0 out of 5 stars,"







  
  
    This is my first Apple Watch so I can’t compare it to a former version. It was delivered one day after Apple released them. So far it has performed well, and I haven’t had any problems. The battery lasts 16 hours and is only down to 50 %. I’m not sure if that’s good or not. I like the heart monitoring capability. That’s good for exercising. I also like the compass.
  
"
5.0 out of 5 stars,"







  
  
    Originally bought this for my wife, since she always leaves her phone laying around on silent while I’m at work. Let’s just say it fixed the never being able to reach her and so much more. I quickly bought one for myself and love it. Highly recommend!
  
"
5.0 out of 5 stars,"







  
  
    I purchased this primarily for the Heart Rate and Fall sensors, GPS, and SOS. I had regular nice watches already.I wanted to write this to say that for one year of paying for a medical alert system that may not work outside your home or one that you have to be conscious to push a button on - you could buy this watch and have it for years to come with no other costs.
  
"
5.0 out of 5 stars,"







  
  
    Got this for my teenage son for Christmas. It’s been durable, but he takes good care of his belongings. The most impressive use of the wTch has been his interest in tracking his health & fitness. He has changed his eating & snacking habits & development an exercise regimen to stay in a healthy zone.As well, I get a quicker response to my calls & messages because it is on his wrist.
  
"
5.0 out of 5 stars,"







  
  
    I have a small wrist and was concerned that the smaller size would be a compromise to read but it’s fine. Took a tumble and it noticed that’s what happened. It asked me if I was ok or needed help to call 911. Nice feature I hadn’t considered.
  
"
1.0 out of 5 stars,"







  
  
    Scratches easily, battery life less than 1 day (need to charge multiple times per day)
  
"
4.0 out of 5 stars,"







  
  
    I've never had an apple watch. I never thought I'd want one. Then I saw it at Best Buy. They told me it came out last week, I was intrigued. And I felt I deserved something for myself.My initial review was a 3-star, disappointed review. But after having it for a few days more and getting some explanations about a few things, this is my mended review and hopefully it helps avoid frustrations as you upgrade from no watch or upgrade from previous versions. I will not discuss the obvious new features like always on screen, etc. which you can read elsewhere. This is my account from usage… by someone who never had or wanted an apple watch and is trying to figure this thing out.MusicYou can download music onto your Apple Watch for offline use with the GPS unit/or for plane travel. However, you have to use iTunes/Apple Music app. This requires a sub. $5 if you a student/$10 regularly. I got a 3 month trial & Verizon also gives 6 month trials if you have them. I'm hoping to get a 9 month trial... not sure yet if that will work.Apple Music has two apps. Apple Radio, which looks like ((o)) or something like that (I couldn’t figure out where it was, even after searching for Apple Radio and other iterations of that). That's for your saved radio stations along with some default ones.The other app is a music note, which holds playlists, songs, artists, and albums. This app has two folders. ‘On phone’ and ‘library’. On phone literally plays music off your phone like a blue tooth speaker, which I was so lost for the first day. I couldn’t figure out why it wasn’t playing from the watch headphones when I was in the wrong folder.The library folder plays downloaded music that’s on your watch.The Radio app is cool, but seems really buggy. If you use iTunes to add music stations, it seems to add some and ignore others. If you accidentally add one, you are stuck with it, no way to remove it on iTunes or on the watch. I'm new to Apple Music so it's taken some getting used to.So if you search for Fun., add the station, it may or may not show up in your stations. And instead of giving you a radio section, they give you a recently played stations section in iTunes, so who knows after picking the stations you like, if they will exist in the future.Spotify is non-existent. There is an app, but you have to have your phone to play it. And it plays off your phone like it's a speaker. And you can't download music from Spotify onto your phone. -one of the reasons I got this and something I thought I could do. Spotify claims to be working on it, but I think it's more Apple forcing Apple Music. Might as well just use your phone for Spotify. Pandora you must be on wifi, so not good to use if you plan to leave connection areas. I pay for Spotify, I don't pay for Pandora. So premium may work differently, but I doubt it. I deleted both these apps and unfortunately sticking with Apple Music/Radio despite them both having major flaws. I'm embarrassed for them.When downloading music for offline use, it downloads over blue tooth. It's sooooo slow. And that is an understatement. Download overnight if possible. And I recommend researching ‘downloading through the wifi’. The apple watch app forces Blue tooth/wifi to be on, but I found when I did the wifi work around (after googling it), it downloaded my playlists fully in 20-30 minutes (well it missed a few songs, but more or less it got most of them). Doing it over blue tooth, I would wake up in the morning with nothing downloaded, which has happened twice. Might be the biggest thorn for the device. And one I can’t figure out after 5 iterations why it’s not better… Despite downplaying this, I spent hours trying to figure this out and I settled on having ""Most of my songs"" I want on the device.Especially with fitness and working out being a big selling point for this, they have a lot of improvement to do in regards to the music, which to me is shocking. It’s hard to believe the blatant downfalls of its music eco system with this and seems more like an apple dictatorship of them saying ‘No one can download music on here unless they pay for apple music’ and ‘how terrible can we make this and still make people pay’. Like in the movie Trading Places when the two old rich guys bet the $1, I imagine it being like that, but with people paying for a terrible service.No music can play over the watch, so you must use blue tooth headphones.MUSIC on the Apple watch 5 is a gigantic huge fail. And that was one of the reasons I gave this a go. The software is akin to my mid 90's MP3 player... okay... okay... I'll move on.Apps:The apps are watered down versions of their iPhone counterparts. Most of them seem to require opening them up on your connected iPhone so that the watch can connect to it. So before leaving home without your phone, I would make sure all apps you plan to use have been synced up and at least opened on the watch. Some apps really shine which I will put my list of apps I like below, some are a bit more frustrating with their lack of controls, which the settings are more or less controlled on the phone and synced over.Cellular vs. GPSThis is a question I struggled with. I bought the Cellular version, which I was on the fence whether to connect it. I have Verizon. The cost is as follows based on what I’m paying:Monthly $10 + $4.35 taxes & fees = $14.35/mo1 time activation = $40First month just paying the $4.35, they waived the first month service fee.I called and waited on hold for over three hours to get the activation waived. At some point in there, it was more about the principle. Probably not worth the time wasted, but spending $575 on the GPS + cellular Apple Watch, every nickel counts. I got the activation down to $20, then they instructed me to call another rep to credit me the $20. They credited my account $20… not sure why the first rep couldn't do that as well. Whatever helps Verizon sleep at night. Just be as polite and kind as possible. They have the upper hand and they know it (although the reps were seemingly helpful). I basically got the whole activation fee waived, but it was a very annoying and long process.Having cellular has encouraged me to get a slimmer wallet. Earbuds. And a s-biner to remove keys I’m not using. Not needing a phone is gold, especially as they continue to grow. It felt really free to go on my walk and make calls or text without it. Streaming the apple radio stations was nice too, I gave a few stations a listen to that I normally wouldn’t have. Having cell service on my daily walk is nice, especially leaving the bulky phone behind.You can also use Siri with cell service (only GPS=no Siri if not connected to the phone). That’s a big way to communicate with the watch. Like adding calendar items, reminders, or simply adding astronomically weird numbers together you are just curious about. Siri acts stupid without the cell service, “Working on it…” “Hmm, I can’t do that right now”By the way, calendar items can only be deleted and edited through the phone or computer. Apple Watch is limited to adding items. But you can view the calendar which is nice keeping on task.So while I was on the fence about going the extra mile with getting cellular service, I think if you do get this product, it’s like having a phone without service. It’s cool, still has a lot of functionality, but it falls short of its full capability.As for the phone call screen, you can’t talk on the phone and check texts/emails at the same time. The phone screen stays on the watch until call ends.It can call Emergency, SOS, etc. without the cell service. And my understanding is, cellular service doesn’t work if you travel internationally with it. But should have same functionality as if you called using your phone in regards to calling international.I suggest going cellular. It gets pricey, but I plan to restructure my subscriptions to balance it out. I have a feeling in a lot of ways, this will replace my phone.Nike vs. StandardGet the Nike. The body looks the same. Functions the same. With additional 3-4 faces (my favorite faces I use) and comes with a sports band, one with holes to keep your wrist from getting toooo sweaty (still a little sweaty if it’s hot, but could be worse with the other band). The band is really nice soft silicon, but I thought it had a pulse reader in it based on the silver disk. There is no mechanics in the band and that turned out to be the watch latch. The faces have a nike logo which can be pressed to go directly to the Nike Run Club app. You hit the logo, hit play. And it records your miles, your pace (minutes per mile), and shows a little drawing shape of where you went. It alerts you at every mile to update your minutes/mile and at the end validates your hard work with a fun little phrase. I didn’t care about this app at first, but I use it daily, even on my walks. I believe the app comes with both versions, but the nike has the logo shortcut. Just get the Nike. Why not.Favorite Apps:Seven $5/mo – workout app that gives you different workouts in a seven minute increment. It’s a paid app, but on the watch, it’s been a really cool one, with little animations.Apple Music/Radio $10/mo – by default, because no other apps have real true music capability despite this one kind of being terrible.Nike Run Club $0 – Tracks your miles you run/walk with a pace. Pauses when you are stopped and continues as you go.Find My Car $1 – After you park, just open that up and hit the button, and puts a ping and address where you parked to find your car.World Clock $0 – Allows you to add cities all over the world so you know what time it is thereRoadtrippers $0- Shows places around you like restaurants, entertainment, attractions, etc.ESPN $0 – go on your phone and choose your sports teams as your favorites and it alerts you when they are playing and the channel (I’ve been told there is news as well, but I haven’t found a news section on the watch)Fantastical ?$ - I already had this one so can’t remember what I paid, but happy it ported over. Nice app to have.Wallet $0 – No need to bring your wallet with your digital credit card. Not accepted everywhere yet, which is a huge bummer.Some people have recommended Dark Skies $3.99, but not sure I want to spend $4 on a weather app. Still looking for a dietary app to help me pick recipes. I found a few, but I’m not paying a month sub for a dietary app.If you have found apps you particularly like, please leave in the comments so people can download and discover new ones!HardwareThe buttons are super responsive. It’s nice to turn the wheel and feel the little clicks. And the side button is nice. The wheel selects and enter items. The side button is different from the phone, so it does take a little getting used to. The side button below the wheel is your favorite/recent apps. Which you can change in your apple watch iPhone app. I put them in as my favorites instead of recents, and after doing that, I began to like the watch more. I didn’t understand that button until my watch sales rep told me that function. You can put 10 favorites and one most recent pops up at the top, which is perfect.The screen is beautiful, responsive. Not much more to say about that. Sometimes it doesn’t wake up even when brought to face, so that’s a bit annoying as sometimes it doesn’t wake Siri. I sometimes have to throw my wrist down and bring it back up, I’m hoping I start getting the hang of that. And Siri doesn’t always catch what I say, and repeating myself is lame in front of crowds.CompassI will mention one feature that’s new is the compass. This helps direct the GPS maps to the direction you are facing/walking, which after learning that, I appreciated that feature much more.Watch faces are all customizable and there are a lot to choose from. They call complications the items on the face to take you to certain apps or the shortcuts. You can add weather or dates or run club or several others in the complications section on the face. Just customize the face of the watch by pressing firmly on the face until the customize button pops up.BatteryBattery lasted about 9 hours today with fairly consistent use between calls, texting, setting up cellular, and music. I charged it for 45 minutes after it died and it put me back at 50%. If the watch is dead, you can hold the ‘on button’ for 5 seconds for it to read a simple time reading, which is nice.BrowsingNo web browser. You can open pages, but they are all text pages and viewing pages are done through links sent (unless I haven’t discovered how to do this yet). Searching is done all by voice through Siri. I wish there was at least a scribble function with Siri so maybe you can ask smaller questions without having to speak into it at a the grocery store, etc. or if its not hearing correctly. Editing what you said would be a nice function too if Siri thinks you said something else.One last note/suggestion:If you care about getting a certain watch band, buy at an Apple. You can choose the band the watch comes with there at the store. Some bands may or may not be in stock, but when I bought mine, they ‘customized’ my order and came out 7 minutes later with my watch/choosen band in a bag. The whole transaction took less than ten minutes. I felt like I was robbed by how fast they took $575 from me.So it’s been a wild first week of having the apple watch. I went from having on my calendar to return the watch on the last day returns are allowed to signing up for the cell service and looking into other bands and accessories. It cost of it does seem to add up. I’m looking forward to getting past the purchase with my bank account, but I’m also excited to start utilizing it in my daily life.If you found this review to be helpful, please hit that helpful button below. Don’t forget to add a comment with your favorite apple watch apps or thoughts on my review. Pictured is the one I purchased, my face is cooler than that one.
  
"
4.0 out of 5 stars,"







  
  
    Apple Watch, Series 5 GPS 40mm with black sport band: This is my first smart watch. It was easy to set up and pair with an iPhone 8. You will need an iPhone to pair with it. You'll have a ""watch"" app on your phone in which you can change settings and access data. Most liked feature is that the watch notifies me of text messages and phone calls so I know if I want to dig out my phone to answer right away. It also allows me to turn off any alarms I have set on my phone with a tap on the watch face. I didn't like any of the numerous watch face choices. I wanted just a simple day, date and digital time, but that is not an option. (The Apple website shows all the choices, if that's a dealbreaker.) It is a little too easy to inadvertently touch the watch face, which will often open an app or audibly provide the time. Another annoyance is the workout app notifying you when it thinks you've stopped and might have finished your workout or when it wants to congratulate you for meeting its pre-set 30 minute exercise goal. Indoors, this isn't a big deal. But when Nordic Walking in the snow with big mitts and pole straps on, when the watch dings, it is tedious to have to stop, unstrap, and pull off the mitt only to find a unnecessary message. The battery is usually half used up by the end of the day, so I charge it every night. It has a ""nightstand"" mode where it will display the time in big numbers while charging if you want to use it as your nightstand clock. The sport band is reasonably comfortable and easy to put on with one hand. Overall, it seems like a quality device.
  
"
5.0 out of 5 stars,"







  
  
    I love it! I never thought I’d buy an apple watch but now I’m a believer. IOS 6 works well. Note that you’ll need an iPhone 6s Plus or higher for the series 5 watch to work.And I noticed today that the watch GPS will direct me while driving. Very cool!
  
"
1.0 out of 5 stars,"







  
  
    I purchased this Apple Watch as new.  When I was trying to get it up and running I couldn’t get past it’s pass words to set it up.  I called Apple and spent at least an hour trying to get it to work.  Finally the Apple expert asked me where I had gotten it.  I said Amazon.  She told me that the watch couldn’t be set up in my name because it had previously been owned and still had the previous owners pass words etc which prevented me from being able to use it.  Amazon sold it as new when it was not.  I returned the watch and Amazon gave me a $400.00 credit to use on Amazon.  They didn’t inform me they had done this.  I don’t want a credit.  I want my money back.  I am still trying to get my money but so far no luck.
  
"
5.0 out of 5 stars,"







  
  
    I had a series 1 previously and the only thing I really wanted it for was for letting me know I have messages while at work. I have found I really love always on display, the feel of the watch, and the battery life.It’s a really great watch. I got it on sale around Black Friday with the thought I probably wouldn’t love it but I changed my mind and will definitely be keeping it!I wish you could customize it more but overall I really love not having to flick my wrist to see my info.
  
"
5.0 out of 5 stars,"







  
  
    Love my Apple Watch. The app is great and I complete all my circles daily. It does need to be charged every night and does not track your sleeping habits. For very active people and athletes it’s great! For those needing a device to contact emergency personnel from a fall or heart problem it’s comforting to have this Watch!
  
"
4.0 out of 5 stars,"







  
  
    I got this for my wife to replace her series 1 watch.  The performance increase is substantial compared to her series 1.  The always on display was the main reason I got this over the Series 4 as there isn’t much change besides that with the two.It would get a 5 out of 5 if it weren’t for the price,  it’s too much in my opinion.  Should be $50/$100 cheaper but overall it’s a great smart watch, definitely the best out there
  
"
5.0 out of 5 stars,"







  
  
    Bought this for my fiancé because she loves watches but wasn't sure if she really wanted one or just thought she did. She absolutely loves this thing. She's a teacher and she can set timers for her students, make phone calls without grabbing her phone, and easily respond to messages. She's not into tech stuff at all, but when she opened it up she acted like that kid opening up that Nintendo 64 in that viral video
  
"
5.0 out of 5 stars,"







  
  
    Love this watch! Actually like the size better than my first Apple Watch which was a 42mm.  This is a 40mm.  More intuitive than my first watch.  Like the idea of the watch face staying on all the time, just slightly dimming until you raise the watch to look at it.  Also like the watch being a little more Waterproof than my first watch.  Too many upgraded features to mention.  If you haven’t upgraded or this is the first watch you choose to buy, you won’t be disappointed!
  
"
5.0 out of 5 stars,"







  
  
    Battery life
  
"
3.0 out of 5 stars,"







  
  
    This watch was very uncomfortable and seemed to have difficulty tracking anything
  
"
5.0 out of 5 stars,"







  
  
    Great watch battery life not the best but wouldn’t change my mind on buying another one.
  
"
5.0 out of 5 stars,"







  
  
    Love it
  
"
5.0 out of 5 stars,"







  
  
    Love
  
"
2.0 out of 5 stars,"







  
  
    Really, Apple? A battery lasting less than 1 day? Returned it within 48 hours.
  
"
5.0 out of 5 stars,"







  
  
    Bought it as a gift. Our daughter was very happy !!
  
"
5.0 out of 5 stars,"







  
  
    Apple-wise design, functionality...unbeatable. Love it.
  
"
5.0 out of 5 stars,"







  
  
    My husband absolutely loves his watch
  
"
5.0 out of 5 stars,"







  
  
    This is a great watch. I track all my athletic activities.
  
"
5.0 out of 5 stars,"







  
  
    I like it.
  
"
1.0 out of 5 stars,"







  
  
    I received the wrong watch and by the time I returned for the right one they were out of stock.
  
"
5.0 out of 5 stars,"







  
  
    My daughter absolutely loves it!!
  
"
5.0 out of 5 stars,"







  
  
    👍🏽
  
"
5.0 out of 5 stars,"







  
  
    Excellent watch
  
"
5.0 out of 5 stars,"







  
  
    I use this watch to remind me not to sit too long
  
"
5.0 out of 5 stars,"







  
  
    I was a long time Fitbit enthusiast and fan. Spent a good 5 years with the Fitbit Charge HR that served me really well and helped me lose significant weight. I literally ran it into the ground till it fell apart piece by piece and I had to upgrade. My options were to go for the new Versa 2 or the Apple Watch. Unforunately for Fitbit over their last 4-5 releases including the Versa 1 all of their reviews have been horrendous. People have complained about cheap quality, to syncing issues, to software issues and what not. And then I started seeing the early Versa 2 reviews come in and those were abyssmal as well. Therefore I ponied up a few extra benjamins and went for the AWS5And I am glad to say this thing does not disappoint. My biggest concern moving away from the Fitbit ecosystem to Apple was the stupid rings or at least I thought they were stupid. But I now find the ring system pretty good an intuitive. Some of the things that work very well for me are things such as extensive heart health analysis including HR recovery post workout. It has many other metrics and of course the ECG which is very helpful to know that your heart is operating in a good way. The one thing I don't like about the Apple Watch is its integration of food calories or rather its lack thereof. One thing I LOVED about the Fitbit was how it was all a one-stop-shop view for your food calories, your active calories, your exercise calories and sleep score etc. But in Apple you have to flip flop between a 3rd party app like Lose It or MyFitnessPal and then go into the Health App to see your health and heart stats and then the activity app to see your activity. You get my point, right? It just seems all over the place and very cubersome to go into 3 different things that you could do with one FitBit app.But that annoyance aside the AWS5 does so many things that are great. Its notifications are great. Its GPS is great. The way you can control music while being on a run is great. The stats it displays for things like a outside run or biking and even weight training is great. The HR monitor is very good and the Siri function (as dumb as she is) is very good on the Watch.Overall I am really liking this watch and have figured out a pretty good way to replicate my experience as close to what my experience was with Fitbit. I have to give kudos to Fitbit for creating a very seamless app experience for the fitness enthusiast. But with a little bit of research and finagling I have been able to get my AW experience pretty close to my FitBit app experience by using 3rd party apps such as Lose It and along with a host of extra features I am glad I went for the Apple Watch vs. the Versa 2 which seems to be getting bad reviews.
  
"
1.0 out of 5 stars,"







  
  
    They don’t tell you but this does not work with an iPhone 6 Plus. After 2 hours, I talked to apple and they said it doesn’t work togetherness bought the Fitbit
  
"
5.0 out of 5 stars,"







  
  
    This apple watch has been my everyday device since when I first received it. This has been a very useful device, especially when making/receiving phone calls when my phone isn't near. What I love the most about this watch compared to my old one the series 3 is the always-on display (First image is the always-on display and the second image is when the display is fully on) as I can look at the time anytime without fully turning on the display of the apple watch.However, when it boils down to sleep tracking it isn't the best at sleep tracking mainly because of the battery life as I get roughly 20% left before heading to sleep, I wake up at 5:30AM and end my day usually around 9-10PM. I wish the battery life lasted longer so I can use this watch as my sleep tracker and not needing to always charge it around 10PM as on weekends I tend to go out where I have to leave my watch at home.When it comes down to design I really like it a lot especially how the display is bigger compared to my series 3, the bad part is where the heart sensor is between the cracks it tends to get dirty where when cleaning it this can be a difficult task to clean as it's between the cracks where the heart sensor is and the body as shown in the image.Overall, I do like the series 5 and hopefully, they can improve their design when they release the new apple watch. I do recommend this product especially if you're buying this as a gift as this is a perfect gift for an iPhone user.
  
"
2.0 out of 5 stars,"







  
  
    I switched from Fitbit because of privacy concerns, but this watch isn’t good for fitness.  You can’t customise it,  the music doesn’t work with Spotify, even if songs are downloaded, it doesn’t keep your heart rate on the screen when exercising, and the steps are hidden in a secondary screen you have to scroll to.  This might be good for people who can’t live without seeing texts rog  away, but how the hell is it going to track sleep when you have to charge it every 10 hours?
  
"
